59:866,70,81,616,650,76,654,17,84,302,8,58,29
60:866,70,81,616,650,76,654,17,84,302,8,58,29
16447:866,70,81,616,650,76,654,17,84,302,8,58,29
16449:866,70,81,616,650,76,654,17,84,302,8,58,29
24642:866,70,81,616,650,76,654,17,84,302,8,58,29
24643:866,70,81,616,650,76,654,17,84,302,8,58,29
69:866,70,81,616,650,76,654,17,84,302,8,58,29
70:866,70,81,616,650,76,654,17,84,302,8,58,29
8263:866,70,81,616,650,76,654,17,84,302,8,58,29
8264:866,70,81,616,650,76,654,17,84,302,8,58,29
24649:866,70,81,616,650,76,654,17,84,302,8,58,29
32843:866,70,81,616,650,76,654,17,84,302,8,58,29
5474:866,70,81,616,650,76,654,17,84,302,8,58,29
8270:866,70,81,616,650,76,654,17,84,302,8,58,29
50740:866,70,81,616,650,76,654,17,84,302,8,58,29
16465:866,70,81,616,650,76,654,17,84,302,8,58,29
16467:866,70,81,616,650,76,654,17,84,302,8,58,29
8276:866,70,81,616,650,76,654,17,84,302,8,58,29
2745:866,70,81,616,650,76,654,17,84,302,8,58,29
24664:866,70,81,616,650,76,654,17,84,302,8,58,29
16474:866,70,81,616,650,76,654,17,84,302,8,58,29
24668:866,70,81,616,650,76,654,17,84,302,8,58,29
8285:866,70,81,616,650,76,654,17,84,302,8,58,29
94:866,70,81,616,650,76,654,17,84,302,8,58,29
8287:866,70,81,616,650,76,654,17,84,302,8,58,29
24673:866,70,81,616,650,76,654,17,84,302,8,58,29
8290:866,70,81,616,650,76,654,17,84,302,8,58,29
5478:866,70,81,616,650,76,654,17,84,302,8,58,29
32871:866,70,81,616,650,76,654,17,84,302,8,58,29
106:866,70,81,616,650,76,654,17,84,302,8,58,29
5479:866,70,81,616,650,76,654,17,84,302,8,58,29
16493:866,70,81,616,650,76,654,17,84,302,8,58,29
16495:866,70,81,616,650,76,654,17,84,302,8,58,29
115:866,70,81,616,650,76,654,17,84,302,8,58,29
116:866,70,81,616,650,76,654,17,84,302,8,58,29
41077:866,70,81,616,650,76,654,17,84,302,8,58,29
8310:866,70,81,616,650,76,654,17,84,302,8,58,29
24695:866,70,81,616,650,76,654,17,84,302,8,58,29
41080:866,70,81,616,650,76,654,17,84,302,8,58,29
8314:866,70,81,616,650,76,654,17,84,302,8,58,29
32893:866,70,81,616,650,76,654,17,84,302,8,58,29
24702:866,70,81,616,650,76,654,17,84,302,8,58,29
41089:866,70,81,616,650,76,654,17,84,302,8,58,29
16515:866,70,81,616,650,76,654,17,84,302,8,58,29
8325:866,70,81,616,650,76,654,17,84,302,8,58,29
8326:866,70,81,616,650,76,654,17,84,302,8,58,29
51833:866,70,81,616,650,76,654,17,84,302,8,58,29
16522:866,70,81,616,650,76,654,17,84,302,8,58,29
24715:866,70,81,616,650,76,654,17,84,302,8,58,29
16524:866,70,81,616,650,76,654,17,84,302,8,58,29
16525:866,70,81,616,650,76,654,17,84,302,8,58,29
142:866,70,81,616,650,76,654,17,84,302,8,58,29
143:866,70,81,616,650,76,654,17,84,302,8,58,29
8336:866,70,81,616,650,76,654,17,84,302,8,58,29
16530:866,70,81,616,650,76,654,17,84,302,8,58,29
16531:866,70,81,616,650,76,654,17,84,302,8,58,29
148:866,70,81,616,650,76,654,17,84,302,8,58,29
24725:866,70,81,616,650,76,654,17,84,302,8,58,29
150:866,70,81,616,650,76,654,17,84,302,8,58,29
8343:866,70,81,616,650,76,654,17,84,302,8,58,29
32921:866,70,81,616,650,76,654,17,84,302,8,58,29
8347:866,70,81,616,650,76,654,17,84,302,8,58,29
156:866,70,81,616,650,76,654,17,84,302,8,58,29
41119:866,70,81,616,650,76,654,17,84,302,8,58,29
8352:866,70,81,616,650,76,654,17,84,302,8,58,29
161:866,70,81,616,650,76,654,17,84,302,8,58,29
16552:866,70,81,616,650,76,654,17,84,302,8,58,29
16553:866,70,81,616,650,76,654,17,84,302,8,58,29
16554:866,70,81,616,650,76,654,17,84,302,8,58,29
171:866,70,81,616,650,76,654,17,84,302,8,58,29
172:866,70,81,616,650,76,654,17,84,302,8,58,29
174:866,70,81,616,650,76,654,17,84,302,8,58,29
8368:866,70,81,616,650,76,654,17,84,302,8,58,29
177:866,70,81,616,650,76,654,17,84,302,8,58,29
27337:866,70,81,616,650,76,654,17,84,302,8,58,29
16568:866,70,81,616,650,76,654,17,84,302,8,58,29
32953:866,70,81,616,650,76,654,17,84,302,8,58,29
32955:866,70,81,616,650,76,654,17,84,302,8,58,29
8380:866,70,81,616,650,76,654,17,84,302,8,58,29
41153:866,70,81,616,650,76,654,17,84,302,8,58,29
196:866,70,81,616,650,76,654,17,84,302,8,58,29
24775:866,70,81,616,650,76,654,17,84,302,8,58,29
10956:866,70,81,616,650,76,654,17,84,302,8,58,29
202:866,70,81,616,650,76,654,17,84,302,8,58,29
8396:866,70,81,616,650,76,654,17,84,302,8,58,29
8401:866,70,81,616,650,76,654,17,84,302,8,58,29
24786:866,70,81,616,650,76,654,17,84,302,8,58,29
211:866,70,81,616,650,76,654,17,84,302,8,58,29
8406:866,70,81,616,650,76,654,17,84,302,8,58,29
25977:866,70,81,616,650,76,654,17,84,302,8,58,29
32984:866,70,81,616,650,76,654,17,84,302,8,58,29
217:866,70,81,616,650,76,654,17,84,302,8,58,29
32986:866,70,81,616,650,76,654,17,84,302,8,58,29
8411:866,70,81,616,650,76,654,17,84,302,8,58,29
220:866,70,81,616,650,76,654,17,84,302,8,58,29
8413:866,70,81,616,650,76,654,17,84,302,8,58,29
223:866,70,81,616,650,76,654,17,84,302,8,58,29
224:866,70,81,616,650,76,654,17,84,302,8,58,29
225:866,70,81,616,650,76,654,17,84,302,8,58,29
32994:866,70,81,616,650,76,654,17,84,302,8,58,29
228:866,70,81,616,650,76,654,17,84,302,8,58,29
229:866,70,81,616,650,76,654,17,84,302,8,58,29
4372:866,70,81,616,650,76,654,17,84,302,8,58,29
231:866,70,81,616,650,76,654,17,84,302,8,58,29
232:866,70,81,616,650,76,654,17,84,302,8,58,29
33005:866,70,81,616,650,76,654,17,84,302,8,58,29
238:866,70,81,616,650,76,654,17,84,302,8,58,29
42365:866,70,81,616,650,76,654,17,84,302,8,58,29
241:866,70,81,616,650,76,654,17,84,302,8,58,29
8435:866,70,81,616,650,76,654,17,84,302,8,58,29
16628:866,70,81,616,650,76,654,17,84,302,8,58,29
245:866,70,81,616,650,76,654,17,84,302,8,58,29
24617:866,70,81,616,650,76,654,17,84,302,8,58,29
18005:866,70,81,616,650,76,654,17,84,302,8,58,29
249:866,70,81,616,650,76,654,17,84,302,8,58,29
250:866,70,81,616,650,76,654,17,84,302,8,58,29
24827:866,70,81,616,650,76,654,17,84,302,8,58,29
253:866,70,81,616,650,76,654,17,84,302,8,58,29
16639:866,70,81,616,650,76,654,17,84,302,8,58,29
16640:866,70,81,616,650,76,654,17,84,302,8,58,29
257:866,70,81,616,650,76,654,17,84,302,8,58,29
16642:866,70,81,616,650,76,654,17,84,302,8,58,29
16643:866,70,81,616,650,76,654,17,84,302,8,58,29
31239:866,70,81,616,650,76,654,17,84,302,8,58,29
24839:866,70,81,616,650,76,654,17,84,302,8,58,29
41226:866,70,81,616,650,76,654,17,84,302,8,58,29
41227:866,70,81,616,650,76,654,17,84,302,8,58,29
24846:866,70,81,616,650,76,654,17,84,302,8,58,29
272:866,70,81,616,650,76,654,17,84,302,8,58,29
273:866,70,81,616,650,76,654,17,84,302,8,58,29
33043:866,70,81,616,650,76,654,17,84,302,8,58,29
6283:866,70,81,616,650,76,654,17,84,302,8,58,29
33045:866,70,81,616,650,76,654,17,84,302,8,58,29
13700:866,70,81,616,650,76,654,17,84,302,8,58,29
16666:866,70,81,616,650,76,654,17,84,302,8,58,29
16667:866,70,81,616,650,76,654,17,84,302,8,58,29
8476:866,70,81,616,650,76,654,17,84,302,8,58,29
8477:866,70,81,616,650,76,654,17,84,302,8,58,29
49438:866,70,81,616,650,76,654,17,84,302,8,58,29
25989:866,70,81,616,650,76,654,17,84,302,8,58,29
288:866,70,81,616,650,76,654,17,84,302,8,58,29
290:866,70,81,616,650,76,654,17,84,302,8,58,29
291:866,70,81,616,650,76,654,17,84,302,8,58,29
292:866,70,81,616,650,76,654,17,84,302,8,58,29
41253:866,70,81,616,650,76,654,17,84,302,8,58,29
294:866,70,81,616,650,76,654,17,84,302,8,58,29
16679:866,70,81,616,650,76,654,17,84,302,8,58,29
49450:866,70,81,616,650,76,654,17,84,302,8,58,29
8491:866,70,81,616,650,76,654,17,84,302,8,58,29
41261:866,70,81,616,650,76,654,17,84,302,8,58,29
51293:866,70,81,616,650,76,654,17,84,302,8,58,29
5512:866,70,81,616,650,76,654,17,84,302,8,58,29
8499:866,70,81,616,650,76,654,17,84,302,8,58,29
8500:866,70,81,616,650,76,654,17,84,302,8,58,29
38281:866,70,81,616,650,76,654,17,84,302,8,58,29
39291:866,70,81,616,650,76,654,17,84,302,8,58,29
25994:866,70,81,616,650,76,654,17,84,302,8,58,29
8510:866,70,81,616,650,76,654,17,84,302,8,58,29
8513:866,70,81,616,650,76,654,17,84,302,8,58,29
8517:866,70,81,616,650,76,654,17,84,302,8,58,29
16710:866,70,81,616,650,76,654,17,84,302,8,58,29
6881:866,70,81,616,650,76,654,17,84,302,8,58,29
328:866,70,81,616,650,76,654,17,84,302,8,58,29
1420:866,70,81,616,650,76,654,17,84,302,8,58,29
16714:866,70,81,616,650,76,654,17,84,302,8,58,29
331:866,70,81,616,650,76,654,17,84,302,8,58,29
24908:866,70,81,616,650,76,654,17,84,302,8,58,29
24909:866,70,81,616,650,76,654,17,84,302,8,58,29
41297:866,70,81,616,650,76,654,17,84,302,8,58,29
8530:866,70,81,616,650,76,654,17,84,302,8,58,29
8531:866,70,81,616,650,76,654,17,84,302,8,58,29
33108:866,70,81,616,650,76,654,17,84,302,8,58,29
24917:866,70,81,616,650,76,654,17,84,302,8,58,29
8534:866,70,81,616,650,76,654,17,84,302,8,58,29
8536:866,70,81,616,650,76,654,17,84,302,8,58,29
345:866,70,81,616,650,76,654,17,84,302,8,58,29
41310:866,70,81,616,650,76,654,17,84,302,8,58,29
41019:866,70,81,616,650,76,654,17,84,302,8,58,29
23514:866,70,81,616,650,76,654,17,84,302,8,58,29
35558:866,70,81,616,650,76,654,17,84,302,8,58,29
26831:866,70,81,616,650,76,654,17,84,302,8,58,29
8552:866,70,81,616,650,76,654,17,84,302,8,58,29
361:866,70,81,616,650,76,654,17,84,302,8,58,29
24943:866,70,81,616,650,76,654,17,84,302,8,58,29
33136:866,70,81,616,650,76,654,17,84,302,8,58,29
24945:866,70,81,616,650,76,654,17,84,302,8,58,29
24947:866,70,81,616,650,76,654,17,84,302,8,58,29
24949:866,70,81,616,650,76,654,17,84,302,8,58,29
4104:866,70,81,616,650,76,654,17,84,302,8,58,29
376:866,70,81,616,650,76,654,17,84,302,8,58,29
8569:866,70,81,616,650,76,654,17,84,302,8,58,29
24639:866,70,81,616,650,76,654,17,84,302,8,58,29
33149:866,70,81,616,650,76,654,17,84,302,8,58,29
33151:866,70,81,616,650,76,654,17,84,302,8,58,29
384:866,70,81,616,650,76,654,17,84,302,8,58,29
8578:866,70,81,616,650,76,654,17,84,302,8,58,29
8581:866,70,81,616,650,76,654,17,84,302,8,58,29
8582:866,70,81,616,650,76,654,17,84,302,8,58,29
16775:866,70,81,616,650,76,654,17,84,302,8,58,29
16776:866,70,81,616,650,76,654,17,84,302,8,58,29
23277:866,70,81,616,650,76,654,17,84,302,8,58,29
6331:866,70,81,616,650,76,654,17,84,302,8,58,29
401:866,70,81,616,650,76,654,17,84,302,8,58,29
402:866,70,81,616,650,76,654,17,84,302,8,58,29
41027:866,70,81,616,650,76,654,17,84,302,8,58,29
24981:866,70,81,616,650,76,654,17,84,302,8,58,29
5529:866,70,81,616,650,76,654,17,84,302,8,58,29
8600:866,70,81,616,650,76,654,17,84,302,8,58,29
4164:866,70,81,616,650,76,654,17,84,302,8,58,29
410:866,70,81,616,650,76,654,17,84,302,8,58,29
8603:866,70,81,616,650,76,654,17,84,302,8,58,29
16796:866,70,81,616,650,76,654,17,84,302,8,58,29
33181:866,70,81,616,650,76,654,17,84,302,8,58,29
15835:866,70,81,616,650,76,654,17,84,302,8,58,29
16799:866,70,81,616,650,76,654,17,84,302,8,58,29
22382:866,70,81,616,650,76,654,17,84,302,8,58,29
24999:866,70,81,616,650,76,654,17,84,302,8,58,29
25000:866,70,81,616,650,76,654,17,84,302,8,58,29
12562:866,70,81,616,650,76,654,17,84,302,8,58,29
24647:866,70,81,616,650,76,654,17,84,302,8,58,29
16812:866,70,81,616,650,76,654,17,84,302,8,58,29
6898:866,70,81,616,650,76,654,17,84,302,8,58,29
16815:866,70,81,616,650,76,654,17,84,302,8,58,29
33201:866,70,81,616,650,76,654,17,84,302,8,58,29
25011:866,70,81,616,650,76,654,17,84,302,8,58,29
33206:866,70,81,616,650,76,654,17,84,302,8,58,29
33207:866,70,81,616,650,76,654,17,84,302,8,58,29
41401:866,70,81,616,650,76,654,17,84,302,8,58,29
41402:866,70,81,616,650,76,654,17,84,302,8,58,29
8635:866,70,81,616,650,76,654,17,84,302,8,58,29
8636:866,70,81,616,650,76,654,17,84,302,8,58,29
8637:866,70,81,616,650,76,654,17,84,302,8,58,29
2805:866,70,81,616,650,76,654,17,84,302,8,58,29
448:866,70,81,616,650,76,654,17,84,302,8,58,29
449:866,70,81,616,650,76,654,17,84,302,8,58,29
450:866,70,81,616,650,76,654,17,84,302,8,58,29
49227:866,70,81,616,650,76,654,17,84,302,8,58,29
452:866,70,81,616,650,76,654,17,84,302,8,58,29
35574:866,70,81,616,650,76,654,17,84,302,8,58,29
16838:866,70,81,616,650,76,654,17,84,302,8,58,29
16839:866,70,81,616,650,76,654,17,84,302,8,58,29
33225:866,70,81,616,650,76,654,17,84,302,8,58,29
8651:866,70,81,616,650,76,654,17,84,302,8,58,29
25036:866,70,81,616,650,76,654,17,84,302,8,58,29
12836:866,70,81,616,650,76,654,17,84,302,8,58,29
33232:866,70,81,616,650,76,654,17,84,302,8,58,29
11000:866,70,81,616,650,76,654,17,84,302,8,58,29
8660:866,70,81,616,650,76,654,17,84,302,8,58,29
41430:866,70,81,616,650,76,654,17,84,302,8,58,29
14473:866,70,81,616,650,76,654,17,84,302,8,58,29
16858:866,70,81,616,650,76,654,17,84,302,8,58,29
16859:866,70,81,616,650,76,654,17,84,302,8,58,29
476:866,70,81,616,650,76,654,17,84,302,8,58,29
8670:866,70,81,616,650,76,654,17,84,302,8,58,29
16980:866,70,81,616,650,76,654,17,84,302,8,58,29
25059:866,70,81,616,650,76,654,17,84,302,8,58,29
6290:866,70,81,616,650,76,654,17,84,302,8,58,29
49639:866,70,81,616,650,76,654,17,84,302,8,58,29
488:866,70,81,616,650,76,654,17,84,302,8,58,29
8681:866,70,81,616,650,76,654,17,84,302,8,58,29
490:866,70,81,616,650,76,654,17,84,302,8,58,29
17831:866,70,81,616,650,76,654,17,84,302,8,58,29
25069:866,70,81,616,650,76,654,17,84,302,8,58,29
25070:866,70,81,616,650,76,654,17,84,302,8,58,29
500:866,70,81,616,650,76,654,17,84,302,8,58,29
19198:866,70,81,616,650,76,654,17,84,302,8,58,29
41462:866,70,81,616,650,76,654,17,84,302,8,58,29
16887:866,70,81,616,650,76,654,17,84,302,8,58,29
41464:866,70,81,616,650,76,654,17,84,302,8,58,29
41465:866,70,81,616,650,76,654,17,84,302,8,58,29
16890:866,70,81,616,650,76,654,17,84,302,8,58,29
16891:866,70,81,616,650,76,654,17,84,302,8,58,29
25084:866,70,81,616,650,76,654,17,84,302,8,58,29
25085:866,70,81,616,650,76,654,17,84,302,8,58,29
6018:866,70,81,616,650,76,654,17,84,302,8,58,29
16896:866,70,81,616,650,76,654,17,84,302,8,58,29
514:866,70,81,616,650,76,654,17,84,302,8,58,29
8711:866,70,81,616,650,76,654,17,84,302,8,58,29
41483:866,70,81,616,650,76,654,17,84,302,8,58,29
41484:866,70,81,616,650,76,654,17,84,302,8,58,29
525:866,70,81,616,650,76,654,17,84,302,8,58,29
8718:866,70,81,616,650,76,654,17,84,302,8,58,29
8719:866,70,81,616,650,76,654,17,84,302,8,58,29
4184:866,70,81,616,650,76,654,17,84,302,8,58,29
49684:866,70,81,616,650,76,654,17,84,302,8,58,29
41493:866,70,81,616,650,76,654,17,84,302,8,58,29
16918:866,70,81,616,650,76,654,17,84,302,8,58,29
535:866,70,81,616,650,76,654,17,84,302,8,58,29
536:866,70,81,616,650,76,654,17,84,302,8,58,29
538:866,70,81,616,650,76,654,17,84,302,8,58,29
539:866,70,81,616,650,76,654,17,84,302,8,58,29
16112:866,70,81,616,650,76,654,17,84,302,8,58,29
16926:866,70,81,616,650,76,654,17,84,302,8,58,29
8735:866,70,81,616,650,76,654,17,84,302,8,58,29
8736:866,70,81,616,650,76,654,17,84,302,8,58,29
16929:866,70,81,616,650,76,654,17,84,302,8,58,29
33316:866,70,81,616,650,76,654,17,84,302,8,58,29
41509:866,70,81,616,650,76,654,17,84,302,8,58,29
41510:866,70,81,616,650,76,654,17,84,302,8,58,29
25127:866,70,81,616,650,76,654,17,84,302,8,58,29
8746:866,70,81,616,650,76,654,17,84,302,8,58,29
8747:866,70,81,616,650,76,654,17,84,302,8,58,29
24669:866,70,81,616,650,76,654,17,84,302,8,58,29
16945:866,70,81,616,650,76,654,17,84,302,8,58,29
8755:866,70,81,616,650,76,654,17,84,302,8,58,29
564:866,70,81,616,650,76,654,17,84,302,8,58,29
8286:866,70,81,616,650,76,654,17,84,302,8,58,29
15113:866,70,81,616,650,76,654,17,84,302,8,58,29
8760:866,70,81,616,650,76,654,17,84,302,8,58,29
26036:866,70,81,616,650,76,654,17,84,302,8,58,29
16954:866,70,81,616,650,76,654,17,84,302,8,58,29
25147:866,70,81,616,650,76,654,17,84,302,8,58,29
8765:866,70,81,616,650,76,654,17,84,302,8,58,29
21941:866,70,81,616,650,76,654,17,84,302,8,58,29
8768:866,70,81,616,650,76,654,17,84,302,8,58,29
16961:866,70,81,616,650,76,654,17,84,302,8,58,29
33346:866,70,81,616,650,76,654,17,84,302,8,58,29
8771:866,70,81,616,650,76,654,17,84,302,8,58,29
582:866,70,81,616,650,76,654,17,84,302,8,58,29
33352:866,70,81,616,650,76,654,17,84,302,8,58,29
585:866,70,81,616,650,76,654,17,84,302,8,58,29
33355:866,70,81,616,650,76,654,17,84,302,8,58,29
16972:866,70,81,616,650,76,654,17,84,302,8,58,29
590:866,70,81,616,650,76,654,17,84,302,8,58,29
13752:866,70,81,616,650,76,654,17,84,302,8,58,29
25171:866,70,81,616,650,76,654,17,84,302,8,58,29
8788:866,70,81,616,650,76,654,17,84,302,8,58,29
8789:866,70,81,616,650,76,654,17,84,302,8,58,29
8790:866,70,81,616,650,76,654,17,84,302,8,58,29
16983:866,70,81,616,650,76,654,17,84,302,8,58,29
601:866,70,81,616,650,76,654,17,84,302,8,58,29
25181:866,70,81,616,650,76,654,17,84,302,8,58,29
33374:866,70,81,616,650,76,654,17,84,302,8,58,29
25183:866,70,81,616,650,76,654,17,84,302,8,58,29
16993:866,70,81,616,650,76,654,17,84,302,8,58,29
8802:866,70,81,616,650,76,654,17,84,302,8,58,29
25189:866,70,81,616,650,76,654,17,84,302,8,58,29
41575:866,70,81,616,650,76,654,17,84,302,8,58,29
618:866,70,81,616,650,76,654,17,84,302,8,58,29
45159:866,70,81,616,650,76,654,17,84,302,8,58,29
8812:866,70,81,616,650,76,654,17,84,302,8,58,29
17006:866,70,81,616,650,76,654,17,84,302,8,58,29
17007:866,70,81,616,650,76,654,17,84,302,8,58,29
624:866,70,81,616,650,76,654,17,84,302,8,58,29
627:866,70,81,616,650,76,654,17,84,302,8,58,29
628:866,70,81,616,650,76,654,17,84,302,8,58,29
8822:866,70,81,616,650,76,654,17,84,302,8,58,29
632:866,70,81,616,650,76,654,17,84,302,8,58,29
633:866,70,81,616,650,76,654,17,84,302,8,58,29
634:866,70,81,616,650,76,654,17,84,302,8,58,29
17020:866,70,81,616,650,76,654,17,84,302,8,58,29
33406:866,70,81,616,650,76,654,17,84,302,8,58,29
33409:866,70,81,616,650,76,654,17,84,302,8,58,29
646:866,70,81,616,650,76,654,17,84,302,8,58,29
17034:866,70,81,616,650,76,654,17,84,302,8,58,29
6935:866,70,81,616,650,76,654,17,84,302,8,58,29
8844:866,70,81,616,650,76,654,17,84,302,8,58,29
33421:866,70,81,616,650,76,654,17,84,302,8,58,29
49809:866,70,81,616,650,76,654,17,84,302,8,58,29
8850:866,70,81,616,650,76,654,17,84,302,8,58,29
8852:866,70,81,616,650,76,654,17,84,302,8,58,29
33432:866,70,81,616,650,76,654,17,84,302,8,58,29
9668:866,70,81,616,650,76,654,17,84,302,8,58,29
666:866,70,81,616,650,76,654,17,84,302,8,58,29
667:866,70,81,616,650,76,654,17,84,302,8,58,29
41485:866,70,81,616,650,76,654,17,84,302,8,58,29
669:866,70,81,616,650,76,654,17,84,302,8,58,29
8862:866,70,81,616,650,76,654,17,84,302,8,58,29
8863:866,70,81,616,650,76,654,17,84,302,8,58,29
17056:866,70,81,616,650,76,654,17,84,302,8,58,29
10388:866,70,81,616,650,76,654,17,84,302,8,58,29
33443:866,70,81,616,650,76,654,17,84,302,8,58,29
8868:866,70,81,616,650,76,654,17,84,302,8,58,29
25253:866,70,81,616,650,76,654,17,84,302,8,58,29
678:866,70,81,616,650,76,654,17,84,302,8,58,29
25255:866,70,81,616,650,76,654,17,84,302,8,58,29
680:866,70,81,616,650,76,654,17,84,302,8,58,29
681:866,70,81,616,650,76,654,17,84,302,8,58,29
682:866,70,81,616,650,76,654,17,84,302,8,58,29
683:866,70,81,616,650,76,654,17,84,302,8,58,29
684:866,70,81,616,650,76,654,17,84,302,8,58,29
8877:866,70,81,616,650,76,654,17,84,302,8,58,29
33454:866,70,81,616,650,76,654,17,84,302,8,58,29
25263:866,70,81,616,650,76,654,17,84,302,8,58,29
17074:866,70,81,616,650,76,654,17,84,302,8,58,29
4211:866,70,81,616,650,76,654,17,84,302,8,58,29
17079:866,70,81,616,650,76,654,17,84,302,8,58,29
8889:866,70,81,616,650,76,654,17,84,302,8,58,29
8890:866,70,81,616,650,76,654,17,84,302,8,58,29
15135:866,70,81,616,650,76,654,17,84,302,8,58,29
25280:866,70,81,616,650,76,654,17,84,302,8,58,29
25283:866,70,81,616,650,76,654,17,84,302,8,58,29
8900:866,70,81,616,650,76,654,17,84,302,8,58,29
17097:866,70,81,616,650,76,654,17,84,302,8,58,29
8906:866,70,81,616,650,76,654,17,84,302,8,58,29
715:866,70,81,616,650,76,654,17,84,302,8,58,29
716:866,70,81,616,650,76,654,17,84,302,8,58,29
8912:866,70,81,616,650,76,654,17,84,302,8,58,29
8913:866,70,81,616,650,76,654,17,84,302,8,58,29
25298:866,70,81,616,650,76,654,17,84,302,8,58,29
8915:866,70,81,616,650,76,654,17,84,302,8,58,29
8916:866,70,81,616,650,76,654,17,84,302,8,58,29
25301:866,70,81,616,650,76,654,17,84,302,8,58,29
6298:866,70,81,616,650,76,654,17,84,302,8,58,29
8920:866,70,81,616,650,76,654,17,84,302,8,58,29
6948:866,70,81,616,650,76,654,17,84,302,8,58,29
17115:866,70,81,616,650,76,654,17,84,302,8,58,29
8924:866,70,81,616,650,76,654,17,84,302,8,58,29
17117:866,70,81,616,650,76,654,17,84,302,8,58,29
17118:866,70,81,616,650,76,654,17,84,302,8,58,29
5584:866,70,81,616,650,76,654,17,84,302,8,58,29
8931:866,70,81,616,650,76,654,17,84,302,8,58,29
741:866,70,81,616,650,76,654,17,84,302,8,58,29
8935:866,70,81,616,650,76,654,17,84,302,8,58,29
8936:866,70,81,616,650,76,654,17,84,302,8,58,29
11047:866,70,81,616,650,76,654,17,84,302,8,58,29
750:866,70,81,616,650,76,654,17,84,302,8,58,29
754:866,70,81,616,650,76,654,17,84,302,8,58,29
756:866,70,81,616,650,76,654,17,84,302,8,58,29
757:866,70,81,616,650,76,654,17,84,302,8,58,29
758:866,70,81,616,650,76,654,17,84,302,8,58,29
2857:866,70,81,616,650,76,654,17,84,302,8,58,29
33528:866,70,81,616,650,76,654,17,84,302,8,58,29
763:866,70,81,616,650,76,654,17,84,302,8,58,29
49916:866,70,81,616,650,76,654,17,84,302,8,58,29
27774:866,70,81,616,650,76,654,17,84,302,8,58,29
8958:866,70,81,616,650,76,654,17,84,302,8,58,29
6932:866,70,81,616,650,76,654,17,84,302,8,58,29
17154:866,70,81,616,650,76,654,17,84,302,8,58,29
33539:866,70,81,616,650,76,654,17,84,302,8,58,29
773:866,70,81,616,650,76,654,17,84,302,8,58,29
774:866,70,81,616,650,76,654,17,84,302,8,58,29
775:866,70,81,616,650,76,654,17,84,302,8,58,29
33547:866,70,81,616,650,76,654,17,84,302,8,58,29
17164:866,70,81,616,650,76,654,17,84,302,8,58,29
17165:866,70,81,616,650,76,654,17,84,302,8,58,29
782:866,70,81,616,650,76,654,17,84,302,8,58,29
2861:866,70,81,616,650,76,654,17,84,302,8,58,29
784:866,70,81,616,650,76,654,17,84,302,8,58,29
33554:866,70,81,616,650,76,654,17,84,302,8,58,29
33557:866,70,81,616,650,76,654,17,84,302,8,58,29
8984:866,70,81,616,650,76,654,17,84,302,8,58,29
33561:866,70,81,616,650,76,654,17,84,302,8,58,29
17178:866,70,81,616,650,76,654,17,84,302,8,58,29
39580:866,70,81,616,650,76,654,17,84,302,8,58,29
803:866,70,81,616,650,76,654,17,84,302,8,58,29
32902:866,70,81,616,650,76,654,17,84,302,8,58,29
17191:866,70,81,616,650,76,654,17,84,302,8,58,29
9000:866,70,81,616,650,76,654,17,84,302,8,58,29
